block,genotype,diet,bacteria,time_point,homogenate_volume_mL,dilution,plate_id,CFU_mL,CFU_fly
B,CS,2%,2698B,6,0.5,10,T6-2%-4,2.30E+03,1.15E+04
B,CS,2%,2698B,36,0.5,10,T36-2%-6,2.40E+03,1.20E+04
B,CS,2%,2698B,24,0.5,10,T24-2%-2,2.48E+03,1.24E+04
B,CS,16%,2698B,14,0.5,10,T14-16%-6,2.50E+03,1.25E+04
B,CS,16%,2698B,48,0.5,10,T48-16%-7,2.50E+03,1.25E+04
B,CS,2%,2698B,10,0.5,10,T10-%-4,2.52E+03,1.26E+04
B,CS,2%,2698B,12,0.5,10,T12-2%-3,2.52E+03,1.26E+04
B,CS,2%,2698B,16,0.5,10,T16-2%-4,2.52E+03,1.26E+04
B,CS,16%,2698B,48,0.5,10,T48-16%-2,2.54E+03,1.27E+04
B,CS,2%,2698B,24,0.5,10,T24-2%-5,2.58E+03,1.29E+04
B,CS,16%,2698B,12,0.5,10,T12-16%-2,2.60E+03,1.30E+04
B,CS,2%,2698B,14,0.5,10,T14-2%-3,2.60E+03,1.30E+04
B,CS,16%,2698B,24,0.5,10,T24-16%-7,2.60E+03,1.30E+04
B,CS,16%,2698B,6,0.5,10,T6-16%-6,2.62E+03,1.31E+04
B,CS,16%,2698B,48,0.5,10,T48-16%-1,2.62E+03,1.31E+04
B,CS,16%,2698B,6,0.5,10,T6-16%-1,2.64E+03,1.32E+04
B,CS,2%,2698B,36,0.5,10,T36-2%-11,2.70E+03,1.35E+04
B,CS,2%,2698B,16,0.5,10,T16-2%-5,2.74E+03,1.37E+04
B,CS,2%,2698B,12,0.5,10,T12-2%-7,2.80E+03,1.40E+04
B,CS,2%,2698B,6,0.5,10,T6-2%-2,2.84E+03,1.42E+04
B,CS,2%,2698B,36,0.5,10,T36-2%-3,2.86E+03,1.43E+04
B,CS,2%,2698B,12,0.5,10,T12-2%-2,2.88E+03,1.44E+04
B,CS,16%,2698B,16,0.5,10,T16-16%-1,2.88E+03,1.44E+04
B,CS,2%,2698B,4,0.5,1,T4-2%-9,3.10E+03,1.55E+03
B,CS,2%,2698B,24,0.5,10,T24-2%-9,3.10E+03,1.55E+04
B,CS,16%,2698B,48,0.5,10,T48-16%-8,3.10E+03,1.55E+04
B,CS,16%,2698B,6,0.5,10,T6-16%-7,3.14E+03,1.57E+04
B,CS,2%,2698B,10,0.5,10,T10-%-3,3.16E+03,1.58E+04
B,CS,2%,2698B,16,0.5,10,T16-2%-6,3.16E+03,1.58E+04
B,CS,2%,2698B,14,0.5,10,T14-2%-2,3.18E+03,1.59E+04
B,CS,16%,2698B,12,0.5,10,T12-16%-3,3.36E+03,1.68E+04
B,CS,16%,2698B,48,0.5,10,T48-16%-5,3.42E+03,1.71E+04
B,CS,2%,2698B,16,0.5,10,T16-2%-7,3.66E+03,1.83E+04
B,CS,2%,2698B,36,0.5,10,T36-2%-7,3.68E+03,1.84E+04
B,CS,16%,2698B,36,0.5,10,T36-16%-2,3.70E+03,1.85E+04
B,CS,2%,2698B,16,0.5,10,T16-2%-2,3.82E+03,1.91E+04
B,CS,16%,2698B,12,0.5,10,T12-16%-1,3.84E+03,1.92E+04
B,CS,2%,2698B,36,0.5,10,T36-2%-1,3.84E+03,1.92E+04
B,CS,2%,2698B,36,0.5,10,T36-2%-9,3.84E+03,1.92E+04
B,CS,2%,2698B,36,0.5,10,T36-2%-10,3.88E+03,1.94E+04
B,CS,2%,2698B,48,0.5,10,T48-2%-6,3.96E+03,1.98E+04
B,CS,16%,2698B,10,0.5,10,T10-16%-5,3.98E+03,1.99E+04
B,CS,16%,2698B,14,0.5,10,T14-16%-5,4.04E+03,2.02E+04
B,CS,2%,2698B,36,0.5,10,T36-2%-8,4.14E+03,2.07E+04
B,CS,2%,2698B,48,0.5,10,T48-2%-5,4.20E+03,2.10E+04
B,CS,2%,2698B,24,0.5,10,T24-2%-10,4.32E+03,2.16E+04
B,CS,2%,2698B,24,0.5,10,T24-2%-4,4.58E+03,2.29E+04
B,CS,2%,2698B,24,0.5,10,T24-2%-1,4.80E+03,2.40E+04
B,CS,16%,2698B,10,0.5,10,T10-16%-2,5.53E+03,2.77E+04
B,CS,16%,2698B,6,0.5,10,T6-16%-9,5.63E+03,2.82E+04
B,CS,2%,2698B,8,0.5,10,T8-2%-4,5.63E+03,2.82E+04
B,CS,2%,2698B,14,0.5,10,T14-2%-5,5.63E+03,2.82E+04
B,CS,16%,2698B,14,0.5,10,T14-16%-4,5.67E+03,2.84E+04
B,CS,16%,2698B,48,0.5,10,T48-16%-6,5.77E+03,2.89E+04
B,CS,2%,2698B,2,0.5,1,T2-2%-11,5.93E+03,2.97E+03
B,CS,16%,2698B,0,0.5,1,T0-16%-4,6.07E+03,3.04E+03
B,CS,2%,2698B,12,0.5,10,T12-2%-6,6.27E+03,3.14E+04
B,CS,16%,2698B,36,0.5,10,T36-16%-7,6.27E+03,3.14E+04
B,CS,16%,2698B,36,0.5,10,T36-16%-5,6.33E+03,3.17E+04
B,CS,16%,2698B,12,0.5,10,T12-16%-4,6.63E+03,3.32E+04
B,CS,2%,2698B,24,0.5,10,T24-2%-7,6.67E+03,3.34E+04
B,CS,16%,2698B,2,0.5,1,T2-16%-3,7.03E+03,3.52E+03
B,CS,16%,2698B,36,0.5,10,T36-16%-1,7.20E+03,3.60E+04
B,CS,16%,2698B,48,0.5,10,T48-16%-9,7.40E+03,3.70E+04
B,CS,2%,2698B,48,0.5,10,T48-2%-4,7.60E+03,3.80E+04
B,CS,16%,2698B,14,0.5,10,T14-16%-3,7.80E+03,3.90E+04
B,CS,2%,2698B,6,0.5,10,T6-2%-11,8.03E+03,4.02E+04
B,CS,16%,2698B,24,0.5,10,T24-16%-1,8.03E+03,4.02E+04
B,CS,16%,2698B,16,0.5,10,T16-16%-3,8.23E+03,4.12E+04
B,CS,2%,2698B,14,0.5,10,T14-2%-4,8.27E+03,4.14E+04
B,CS,2%,2698B,0,0.5,1,T0-2%-3,8.30E+03,4.15E+03
B,CS,2%,2698B,36,0.5,10,T36-2%-5,8.43E+03,4.22E+04
B,CS,16%,2698B,36,0.5,10,T36-16%-6,8.77E+03,4.39E+04
B,CS,16%,2698B,24,0.5,10,T24-16%-8,8.86E+03,4.43E+04
B,CS,16%,2698B,24,0.5,10,T24-16%-6,9.03E+03,4.52E+04
B,CS,16%,2698B,6,0.5,10,T6-16%-8,9.14E+03,4.57E+04
B,CS,2%,2698B,16,0.5,10,T16-2%-8,9.25E+03,4.63E+04
B,CS,16%,2698B,2,0.5,1,T2-16%-7,1.02E+04,5.10E+03
B,CS,16%,2698B,14,0.5,10,T14-16%-2,1.02E+04,5.10E+04
B,CS,2%,2698B,0,0.5,1,T0-2%-2,1.03E+04,5.15E+03
B,CS,16%,2698B,14,0.5,10,T14-16%-1,1.06E+04,5.30E+04
B,CS,2%,2698B,0,0.5,1,T0-2%-5,1.07E+04,5.35E+03
B,CS,16%,2698B,10,0.5,10,T10-16%-4,1.13E+04,5.65E+04
B,CS,2%,2698B,2,0.5,1,T2-2%-9,1.14E+04,5.70E+03
B,CS,16%,2698B,2,0.5,1,T2-16%-8,1.15E+04,5.75E+03
B,CS,2%,2698B,0,0.5,1,T0-2%-4,1.16E+04,5.80E+03
B,CS,16%,2698B,0,0.5,1,T0-16%-1,1.17E+04,5.85E+03
B,CS,2%,2698B,0,0.5,1,T0-2%-6,1.18E+04,5.90E+03
B,CS,16%,2698B,0,0.5,1,T0-16%-5,1.19E+04,5.95E+03
B,CS,16%,2698B,24,0.5,10,T24-16%-3,1.20E+04,6.00E+04
B,CS,16%,2698B,0,0.5,1,T0-16%-2,1.21E+04,6.05E+03
B,CS,16%,2698B,0,0.5,1,T0-16%-3,1.22E+04,6.10E+03
B,CS,16%,2698B,24,0.5,10,T24-16%-2,1.25E+04,6.25E+04
B,CS,16%,2698B,2,0.5,1,T2-16%-1,1.26E+04,6.30E+03
B,CS,2%,2698B,0,0.5,1,T0-2%-1,1.29E+04,6.45E+03
B,CS,16%,2698B,10,0.5,10,T10-16%-7,1.32E+04,6.60E+04
B,CS,2%,2698B,2,0.5,1,T2-2%-8,1.34E+04,6.70E+03
B,CS,16%,2698B,8,0.5,10,T8-16%-5,1.43E+04,7.15E+04
B,CS,16%,2698B,24,0.5,10,T24-16%-5,1.46E+04,7.30E+04
B,CS,16%,2698B,12,0.5,10,T12-16%-5,1.52E+04,7.60E+04
B,CS,2%,2698B,2,0.5,1,T2-2%-2,1.53E+04,7.65E+03
B,CS,2%,2698B,2,0.5,1,T2-2%-10,1.54E+04,7.70E+03
B,CS,16%,2698B,2,0.5,1,T2-16%-4,1.56E+04,7.80E+03
B,CS,2%,2698B,2,0.5,1,T2-2%-1,1.58E+04,7.90E+03
B,CS,16%,2698B,2,0.5,1,T2-16%-5,1.61E+04,8.05E+03
B,CS,2%,2698B,12,0.5,10,T12-2%-1,1.61E+04,8.05E+04
B,CS,2%,2698B,2,0.5,1,T2-2%-3,1.63E+04,8.15E+03
B,CS,16%,2698B,24,0.5,10,T24-16%-9,1.64E+04,8.20E+04
B,CS,16%,2698B,6,0.5,10,T6-16%-2,1.65E+04,8.25E+04
B,CS,16%,2698B,2,0.5,1,T2-16%-11,1.66E+04,8.30E+03
B,CS,2%,2698B,2,0.5,1,T2-2%-6,1.66E+04,8.30E+03
B,CS,2%,2698B,2,0.5,1,T2-2%-7,1.67E+04,8.35E+03
B,CS,16%,2698B,2,0.5,1,T2-16%-6,1.68E+04,8.40E+03
B,CS,16%,2698B,36,0.5,10,T36-16%-4,1.69E+04,8.45E+04
B,CS,2%,2698B,2,0.5,1,T2-2%-5,1.70E+04,8.50E+03
B,CS,16%,2698B,4,0.5,1,T4-16%-3,1.70E+04,8.50E+03
B,CS,16%,2698B,2,0.5,1,T2-16%-2,1.71E+04,8.55E+03
B,CS,2%,2698B,2,0.5,1,T2-2%-4,1.72E+04,8.60E+03
B,CS,2%,2698B,4,0.5,1,T4-2%-3,1.74E+04,8.70E+03
B,CS,2%,2698B,24,0.5,10,T24-2%-3,1.75E+04,8.75E+04
B,CS,16%,2698B,2,0.5,1,T2-16%-10,1.79E+04,8.95E+03
B,CS,16%,2698B,2,0.5,1,T2-16%-9,1.81E+04,9.05E+03
B,CS,16%,2698B,16,0.5,10,T16-16%-4,1.88E+04,9.40E+04
B,CS,16%,2698B,2,0.5,1,T2-16%-12,1.91E+04,9.55E+03
B,CS,16%,2698B,4,0.5,1,T4-16%-8,2.36E+04,1.18E+04
B,CS,2%,2698B,4,0.5,1,T4-2%-5,2.48E+04,1.24E+04
B,CS,2%,2698B,4,0.5,1,T4-2%-2,2.92E+04,1.46E+04
B,CS,2%,2698B,4,0.5,1,T4-2%-11,2.96E+04,1.48E+04
B,CS,16%,2698B,4,0.5,1,T4-16%-5,3.28E+04,1.64E+04
B,CS,2%,2698B,4,0.5,1,T4-2%-6,3.34E+04,1.67E+04
B,CS,2%,2698B,4,0.5,1,T4-2%-4,3.38E+04,1.69E+04
B,CS,16%,2698B,16,0.5,10,T16-16%-2,3.58E+04,1.79E+05
B,CS,16%,2698B,4,0.5,1,T4-16%-6,3.61E+04,1.81E+04
B,CS,2%,2698B,16,0.5,10,T16-2%-1,3.65E+04,1.83E+05
B,CS,16%,2698B,4,0.5,1,T4-16%-4,3.67E+04,1.84E+04
B,CS,2%,2698B,4,0.5,1,T4-2%-8,3.70E+04,1.85E+04
B,CS,2%,2698B,4,0.5,1,T4-2%-7,3.76E+04,1.88E+04
B,CS,16%,2698B,4,0.5,1,T4-16%-9,3.83E+04,1.92E+04
B,CS,16%,2698B,4,0.5,1,T4-16%-1,3.87E+04,1.94E+04
B,CS,2%,2698B,4,0.5,1,T4-2%-10,3.92E+04,1.96E+04
B,CS,16%,2698B,36,0.5,10,T36-16%-3,3.94E+04,1.97E+05
B,CS,16%,2698B,4,0.5,1,T4-16%-7,4.03E+04,2.02E+04
B,CS,16%,2698B,4,0.5,1,T4-16%-11,4.22E+04,2.11E+04
B,CS,16%,2698B,10,0.5,10,T10-16%-6,4.32E+04,2.16E+05
B,CS,2%,2698B,10,0.5,10,T10-%-5,4.54E+04,2.27E+05
B,CS,2%,2698B,4,0.5,1,T4-2%-1,4.71E+04,2.36E+04
B,CS,2%,2698B,36,0.5,10,T36-2%-4,4.73E+04,2.37E+05
B,CS,16%,2698B,24,0.5,10,T24-16%-4,4.82E+04,2.41E+05
B,CS,16%,2698B,4,0.5,1,T4-16%-2,4.89E+04,2.45E+04
B,CS,16%,2698B,4,0.5,1,T4-16%-10,5.22E+04,2.61E+04
B,CS,2%,2698B,12,0.5,10,T12-2%-4,5.26E+04,2.63E+05
B,CS,16%,2698B,24,0.5,10,T24-16%-10,6.15E+04,3.08E+05
B,CS,2%,2698B,14,0.5,10,T14-2%-1,8.29E+04,4.15E+05
B,CS,2%,2698B,14,0.5,10,T14-2%-7,1.58E+05,7.90E+05
